resistant_phenotype,antibiotic,genome_id,genome_name,label,organism
susceptible,tetracycline,46170.303,Staphylococcus aureus subsp. aureus strain UCI 28,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.558,Staphylococcus aureus subsp. aureus strain M1KS0088_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.739,Staphylococcus aureus subsp. aureus strain LTF27,0,Staphylococcus aureus
resistant,gentamicin,46170.753,Staphylococcus aureus subsp. aureus strain LTF02,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.748,Staphylococcus aureus subsp. aureus strain LTF12,0,Staphylococcus aureus
susceptible,ciprofloxacin,523796.83,Staphylococcus aureus subsp. aureus ST398 strain 2012-3,0,Staphylococcus aureus
resistant,tetracycline,46170.808,Staphylococcus aureus subsp. aureus strain 42 (B) strain 42 (B) strain 42 (B),1,Staphylococcus aureus
resistant,gentamicin,46170.623,Staphylococcus aureus subsp. aureus strain M6KS0391_1,1,Staphylococcus aureus
susceptible,gentamicin,46170.557,Staphylococcus aureus subsp. aureus strain M1KS0088_1,0,Staphylococcus aureus
resistant,gentamicin,46170.1157,Staphylococcus aureus subsp. aureus strain RR1,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.641,Staphylococcus aureus subsp. aureus strain M6KS0591_5,0,Staphylococcus aureus
susceptible,gentamicin,46170.618,Staphylococcus aureus subsp. aureus strain M6KS0321_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.625,Staphylococcus aureus subsp. aureus strain M6KS0501_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.322,Staphylococcus aureus subsp. aureus strain SA10-17,0,Staphylococcus aureus
susceptible,gentamicin,46170.604,Staphylococcus aureus subsp. aureus strain M6KS0088_1,0,Staphylococcus aureus
susceptible,tetracycline,46170.734,Staphylococcus aureus subsp. aureus strain LTF05,0,Staphylococcus aureus
resistant,gentamicin,46170.733,Staphylococcus aureus subsp. aureus strain LTF06,1,Staphylococcus aureus
susceptible,tetracycline,46170.736,Staphylococcus aureus subsp. aureus strain LTF03,0,Staphylococcus aureus
susceptible,gentamicin,46170.342,Staphylococcus aureus subsp. aureus strain TW03,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1166,Staphylococcus aureus subsp. aureus strain JGR38,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.722,Staphylococcus aureus subsp. aureus strain 80wphwpl,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.319,Staphylococcus aureus subsp. aureus strain SA33924,0,Staphylococcus aureus
susceptible,tetracycline,46170.1177,Staphylococcus aureus subsp. aureus strain ACR34,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1175,Staphylococcus aureus subsp. aureus strain ACR40,0,Staphylococcus aureus
susceptible,gentamicin,46170.587,Staphylococcus aureus subsp. aureus strain M1KS0528_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.744,Staphylococcus aureus subsp. aureus strain LTF20,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1119,Staphylococcus aureus subsp. aureus strain Sau57,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.604,Staphylococcus aureus subsp. aureus strain M6KS0088_1,0,Staphylococcus aureus
resistant,tetracycline,46170.1133,Staphylococcus aureus subsp. aureus strain RR7,1,Staphylococcus aureus
susceptible,tetracycline,46170.616,Staphylococcus aureus subsp. aureus strain M6KS0265_2,0,Staphylococcus aureus
resistant,gentamicin,46170.1136,Staphylococcus aureus subsp. aureus strain RR51,1,Staphylococcus aureus
resistant,gentamicin,46170.607,Staphylococcus aureus subsp. aureus strain M6KS0094_2,1,Staphylococcus aureus
resistant,ciprofloxacin,46170.310,Staphylococcus aureus subsp. aureus strain VB4283,1,Staphylococcus aureus
susceptible,tetracycline,46170.634,Staphylococcus aureus subsp. aureus strain M6KS0564_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.1176,Staphylococcus aureus subsp. aureus strain ACR33,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.608,Staphylococcus aureus subsp. aureus strain M6KS0165_1,0,Staphylococcus aureus
susceptible,tetracycline,46170.628,Staphylococcus aureus subsp. aureus strain M6KS0526_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.581,Staphylococcus aureus subsp. aureus strain M1KS0501_2,0,Staphylococcus aureus
resistant,tetracycline,46170.1159,Staphylococcus aureus subsp. aureus strain LCR11,1,Staphylococcus aureus
susceptible,ciprofloxacin,561307.22,Staphylococcus aureus subsp. aureus RN4220,0,Staphylococcus aureus
resistant,tetracycline,46170.1183,Staphylococcus aureus subsp. aureus strain ABR29,1,Staphylococcus aureus
susceptible,gentamicin,46170.1114,Staphylococcus aureus subsp. aureus strain Sau92,0,Staphylococcus aureus
resistant,gentamicin,46170.1169,Staphylococcus aureus subsp. aureus strain ILR17,1,Staphylococcus aureus
susceptible,gentamicin,46170.641,Staphylococcus aureus subsp. aureus strain M6KS0591_5,0,Staphylococcus aureus
susceptible,gentamicin,46170.1134,Staphylococcus aureus subsp. aureus strain RR68,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.726,Staphylococcus aureus subsp. aureus strain LTF30,0,Staphylococcus aureus
resistant,gentamicin,46170.749,Staphylococcus aureus subsp. aureus strain LTF14,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.344,Staphylococcus aureus subsp. aureus strain TW06,0,Staphylococcus aureus
susceptible,tetracycline,46170.594,Staphylococcus aureus subsp. aureus strain M1KS0564_1,0,Staphylococcus aureus
resistant,tetracycline,46170.1140,Staphylococcus aureus subsp. aureus strain RR20,1,Staphylococcus aureus
susceptible,tetracycline,46170.561,Staphylococcus aureus subsp. aureus strain M1KS0094_4,0,Staphylococcus aureus
resistant,gentamicin,46170.1170,Staphylococcus aureus subsp. aureus strain DR4,1,Staphylococcus aureus
susceptible,gentamicin,46170.361,Staphylococcus aureus subsp. aureus strain TW19,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1144,Staphylococcus aureus subsp. aureus strain RR111,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.691,Staphylococcus aureus subsp. aureus strain CCUG 35601,0,Staphylococcus aureus
susceptible,tetracycline,46170.750,Staphylococcus aureus subsp. aureus strain LTF10,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1123,Staphylococcus aureus subsp. aureus strain Sau84,0,Staphylococcus aureus
susceptible,tetracycline,46170.726,Staphylococcus aureus subsp. aureus strain LTF30,0,Staphylococcus aureus
susceptible,tetracycline,46170.323,Staphylococcus aureus subsp. aureus strain SA14-118,0,Staphylococcus aureus
resistant,tetracycline,46170.1114,Staphylococcus aureus subsp. aureus strain Sau92,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1173,Staphylococcus aureus subsp. aureus strain ACR35,0,Staphylococcus aureus
susceptible,tetracycline,46170.1154,Staphylococcus aureus subsp. aureus strain MKR53,0,Staphylococcus aureus
susceptible,gentamicin,46170.329,Staphylococcus aureus subsp. aureus strain SA14-639,0,Staphylococcus aureus
susceptible,tetracycline,46170.304,Staphylococcus aureus subsp. aureus strain ATCC 6538,0,Staphylococcus aureus
susceptible,gentamicin,561307.27,Staphylococcus aureus subsp. aureus RN4220,0,Staphylococcus aureus
resistant,gentamicin,46170.738,Staphylococcus aureus subsp. aureus strain LTF29,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1120,Staphylococcus aureus subsp. aureus strain Sau62,0,Staphylococcus aureus
susceptible,tetracycline,46170.608,Staphylococcus aureus subsp. aureus strain M6KS0165_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.573,Staphylococcus aureus subsp. aureus strain M1KS0265_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.461,Staphylococcus aureus subsp. aureus strain EDCC5458,0,Staphylococcus aureus
resistant,ciprofloxacin,46170.563,Staphylococcus aureus subsp. aureus strain M1KS0130_2,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1180,Staphylococcus aureus subsp. aureus strain ACR10,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1184,Staphylococcus aureus subsp. aureus strain ABR102,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1182,Staphylococcus aureus subsp. aureus strain ABR23,0,Staphylococcus aureus
susceptible,gentamicin,46170.1178,Staphylococcus aureus subsp. aureus strain ACR3,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1151,Staphylococcus aureus subsp. aureus strain QR949,0,Staphylococcus aureus
susceptible,gentamicin,904782.3,Staphylococcus aureus subsp. aureus IS-111,0,Staphylococcus aureus
susceptible,tetracycline,46170.1187,Staphylococcus aureus subsp. aureus strain SA H27,0,Staphylococcus aureus
susceptible,tetracycline,46170.1196,Staphylococcus aureus subsp. aureus strain Q85,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.612,Staphylococcus aureus subsp. aureus strain M6KS0176_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.556,Staphylococcus aureus subsp. aureus strain M1KS0073_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.815,Staphylococcus aureus subsp. aureus strain 3 (B) strain 3 (B) strain 3 (B),0,Staphylococcus aureus
susceptible,tetracycline,46170.1171,Staphylococcus aureus subsp. aureus strain ACR52,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.622,Staphylococcus aureus subsp. aureus strain M6KS0367_4,0,Staphylococcus aureus
susceptible,tetracycline,46170.1191,Staphylococcus aureus subsp. aureus strain G6 strain SA G6,0,Staphylococcus aureus
susceptible,gentamicin,46170.356,Staphylococcus aureus subsp. aureus strain TW13,0,Staphylococcus aureus
resistant,gentamicin,46170.600,Staphylococcus aureus subsp. aureus strain M1KS0591_1,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.303,Staphylococcus aureus subsp. aureus strain UCI 28,0,Staphylococcus aureus
resistant,gentamicin,46170.1188,Staphylococcus aureus subsp. aureus strain SA H29,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.318,Staphylococcus aureus subsp. aureus strain SA13-192,0,Staphylococcus aureus
susceptible,gentamicin,46170.1185,Staphylococcus aureus subsp. aureus strain ABR39,0,Staphylococcus aureus
susceptible,tetracycline,46170.498,Staphylococcus aureus subsp. aureus strain NCTC 08532,0,Staphylococcus aureus
resistant,gentamicin,46170.570,Staphylococcus aureus subsp. aureus strain M1KS0260_1,1,Staphylococcus aureus
resistant,gentamicin,46170.745,Staphylococcus aureus subsp. aureus strain LTF19,1,Staphylococcus aureus
susceptible,tetracycline,46170.595,Staphylococcus aureus subsp. aureus strain M1KS0564_2,0,Staphylococcus aureus
resistant,tetracycline,46170.1151,Staphylococcus aureus subsp. aureus strain QR949,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.559,Staphylococcus aureus subsp. aureus strain M1KS0094_1,0,Staphylococcus aureus
susceptible,tetracycline,46170.572,Staphylococcus aureus subsp. aureus strain M1KS0265_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.614,Staphylococcus aureus subsp. aureus strain M6KS0260_3,0,Staphylococcus aureus
susceptible,gentamicin,46170.363,Staphylococcus aureus subsp. aureus strain TW20,0,Staphylococcus aureus
susceptible,tetracycline,46170.619,Staphylococcus aureus subsp. aureus strain M6KS0367_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.353,Staphylococcus aureus subsp. aureus strain TW11,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.321,Staphylococcus aureus subsp. aureus strain SA10-285,0,Staphylococcus aureus
resistant,gentamicin,46170.809,Staphylococcus aureus subsp. aureus strain 48,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.724,Staphylococcus aureus subsp. aureus strain LTF31,0,Staphylococcus aureus
susceptible,tetracycline,46170.631,Staphylococcus aureus subsp. aureus strain M6KS0560_1,0,Staphylococcus aureus
resistant,ciprofloxacin,46170.1187,Staphylococcus aureus subsp. aureus strain SA H27,1,Staphylococcus aureus
susceptible,gentamicin,46170.317,Staphylococcus aureus subsp. aureus strain ISU926,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.751,Staphylococcus aureus subsp. aureus strain LTF09,0,Staphylococcus aureus
susceptible,gentamicin,46170.355,Staphylococcus aureus subsp. aureus strain TW14,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1128,Staphylococcus aureus subsp. aureus strain Sau41,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.584,Staphylococcus aureus subsp. aureus strain M1KS0526_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.583,Staphylococcus aureus subsp. aureus strain M1KS0501_3,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1161,Staphylococcus aureus subsp. aureus strain KTR58,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1195,Staphylococcus aureus subsp. aureus strain Q47,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.820,Staphylococcus aureus subsp. aureus strain 15,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.320,Staphylococcus aureus subsp. aureus strain SA13-246,0,Staphylococcus aureus
resistant,tetracycline,46170.1147,Staphylococcus aureus subsp. aureus strain RR14,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.574,Staphylococcus aureus subsp. aureus strain M1KS0321_1,0,Staphylococcus aureus
susceptible,tetracycline,46170.584,Staphylococcus aureus subsp. aureus strain M1KS0526_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.590,Staphylococcus aureus subsp. aureus strain M1KS0560_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.591,Staphylococcus aureus subsp. aureus strain M1KS0560_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.746,Staphylococcus aureus subsp. aureus strain LTF18,0,Staphylococcus aureus
susceptible,gentamicin,46170.338,Staphylococcus aureus subsp. aureus strain ATCC,0,Staphylococcus aureus
susceptible,tetracycline,46170.558,Staphylococcus aureus subsp. aureus strain M1KS0088_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.1172,Staphylococcus aureus subsp. aureus strain ACR36,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.327,Staphylococcus aureus subsp. aureus strain SA33972,0,Staphylococcus aureus
susceptible,tetracycline,46170.1189,Staphylococcus aureus subsp. aureus strain G8 strain SA G8,0,Staphylococcus aureus
resistant,gentamicin,46170.635,Staphylococcus aureus subsp. aureus strain M6KS0584_1,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1176,Staphylococcus aureus subsp. aureus strain ACR33,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1094,Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.636,Staphylococcus aureus subsp. aureus strain M6KS0584_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.341,Staphylococcus aureus subsp. aureus strain TW02,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1118,Staphylococcus aureus subsp. aureus strain Sau70,0,Staphylococcus aureus
susceptible,gentamicin,46170.1088,Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe4,0,Staphylococcus aureus
susceptible,tetracycline,46170.568,Staphylococcus aureus subsp. aureus strain M1KS0176_1,0,Staphylococcus aureus
susceptible,gentamicin,548473.13,Staphylococcus aureus subsp. aureus TCH60 SA-9397,0,Staphylococcus aureus
susceptible,gentamicin,46170.1089,Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe3,0,Staphylococcus aureus
susceptible,gentamicin,46170.1161,Staphylococcus aureus subsp. aureus strain KTR58,0,Staphylococcus aureus
susceptible,gentamicin,46170.1156,Staphylococcus aureus subsp. aureus strain LCR13,0,Staphylococcus aureus
susceptible,tetracycline,46170.818,Staphylococcus aureus subsp. aureus strain 40,0,Staphylococcus aureus
susceptible,tetracycline,46170.609,Staphylococcus aureus subsp. aureus strain M6KS0130_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.329,Staphylococcus aureus subsp. aureus strain SA14-639,0,Staphylococcus aureus
susceptible,tetracycline,46170.625,Staphylococcus aureus subsp. aureus strain M6KS0501_1,0,Staphylococcus aureus
resistant,tetracycline,46170.1132,Staphylococcus aureus subsp. aureus strain RR8,1,Staphylococcus aureus
resistant,gentamicin,46170.634,Staphylococcus aureus subsp. aureus strain M6KS0564_2,1,Staphylococcus aureus
susceptible,tetracycline,46170.751,Staphylococcus aureus subsp. aureus strain LTF09,0,Staphylococcus aureus
susceptible,tetracycline,904733.3,Staphylococcus aureus subsp. aureus 21204,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.338,Staphylococcus aureus subsp. aureus strain ATCC,0,Staphylococcus aureus
susceptible,tetracycline,46170.730,Staphylococcus aureus subsp. aureus strain LTF13,0,Staphylococcus aureus
susceptible,gentamicin,46170.630,Staphylococcus aureus subsp. aureus strain M6KS0528_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.354,Staphylococcus aureus subsp. aureus strain TW12,0,Staphylococcus aureus
resistant,ciprofloxacin,46170.1082,Staphylococcus aureus subsp. aureus strain EDCC5398,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1114,Staphylococcus aureus subsp. aureus strain Sau92,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.606,Staphylococcus aureus subsp. aureus strain M6KS0094_1,0,Staphylococcus aureus
resistant,gentamicin,46170.739,Staphylococcus aureus subsp. aureus strain LTF27,1,Staphylococcus aureus
susceptible,tetracycline,46170.364,Staphylococcus aureus subsp. aureus strain TW21,0,Staphylococcus aureus
resistant,ciprofloxacin,46170.1251,Staphylococcus aureus subsp. aureus PartE-Saureus-RM8376,1,Staphylococcus aureus
resistant,gentamicin,46170.1122,Staphylococcus aureus subsp. aureus strain Sau54,1,Staphylococcus aureus
susceptible,gentamicin,46170.1146,Staphylococcus aureus subsp. aureus strain RR107,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1147,Staphylococcus aureus subsp. aureus strain RR14,0,Staphylococcus aureus
resistant,tetracycline,46170.691,Staphylococcus aureus subsp. aureus strain CCUG 35601,1,Staphylococcus aureus
resistant,tetracycline,46170.1141,Staphylococcus aureus subsp. aureus strain RR19,1,Staphylococcus aureus
susceptible,tetracycline,46170.1024,Staphylococcus aureus subsp. aureus strain murR6,0,Staphylococcus aureus
susceptible,gentamicin,46170.369,Staphylococcus aureus subsp. aureus UAMS-1,0,Staphylococcus aureus
susceptible,gentamicin,1330461.3,Staphylococcus aureus subsp. aureus SA8601,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1145,Staphylococcus aureus subsp. aureus strain RR13,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.570,Staphylococcus aureus subsp. aureus strain M1KS0260_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.819,Staphylococcus aureus subsp. aureus strain 43,0,Staphylococcus aureus
susceptible,gentamicin,46170.1143,Staphylococcus aureus subsp. aureus strain RR105,0,Staphylococcus aureus
susceptible,tetracycline,46170.753,Staphylococcus aureus subsp. aureus strain LTF02,0,Staphylococcus aureus
susceptible,gentamicin,46170.1127,Staphylococcus aureus subsp. aureus strain Sau116,0,Staphylococcus aureus
susceptible,gentamicin,46170.619,Staphylococcus aureus subsp. aureus strain M6KS0367_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.347,Staphylococcus aureus subsp. aureus strain TW07_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.563,Staphylococcus aureus subsp. aureus strain M1KS0130_2,0,Staphylococcus aureus
resistant,tetracycline,46170.325,Staphylococcus aureus subsp. aureus strain SA14-265,1,Staphylococcus aureus
susceptible,ciprofloxacin,523796.84,Staphylococcus aureus subsp. aureus ST398 2012-3,0,Staphylococcus aureus
resistant,gentamicin,46170.808,Staphylococcus aureus subsp. aureus strain 42 (B) strain 42 (B) strain 42 (B),1,Staphylococcus aureus
susceptible,gentamicin,426430.63,Staphylococcus aureus subsp. aureus str. Newman,0,Staphylococcus aureus
susceptible,tetracycline,46170.618,Staphylococcus aureus subsp. aureus strain M6KS0321_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.728,Staphylococcus aureus subsp. aureus strain LTF17,0,Staphylococcus aureus
resistant,gentamicin,46170.598,Staphylococcus aureus subsp. aureus strain M1KS0584_4,1,Staphylococcus aureus
resistant,gentamicin,46170.602,Staphylococcus aureus subsp. aureus strain M6KS0073_1,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.353,Staphylococcus aureus subsp. aureus strain TW11,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.749,Staphylococcus aureus subsp. aureus strain LTF14,0,Staphylococcus aureus
susceptible,tetracycline,46170.1192,Staphylococcus aureus subsp. aureus strain SA G5,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.410,Staphylococcus aureus subsp. aureus strain SR411,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.607,Staphylococcus aureus subsp. aureus strain M6KS0094_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,523796.82,Staphylococcus aureus subsp. aureus ST398 strain 2012-3,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1112,Staphylococcus aureus subsp. aureus strain sta1676,0,Staphylococcus aureus
susceptible,tetracycline,46170.816,Staphylococcus aureus subsp. aureus strain 19,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.502,Staphylococcus aureus subsp. aureus strain CIT,0,Staphylococcus aureus
susceptible,gentamicin,46170.1142,Staphylococcus aureus subsp. aureus strain RR17,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1170,Staphylococcus aureus subsp. aureus strain DR4,0,Staphylococcus aureus
susceptible,gentamicin,46170.1180,Staphylococcus aureus subsp. aureus strain ACR10,0,Staphylococcus aureus
susceptible,tetracycline,46170.604,Staphylococcus aureus subsp. aureus strain M6KS0088_1,0,Staphylococcus aureus
resistant,gentamicin,46170.613,Staphylococcus aureus subsp. aureus strain M6KS0260_2,1,Staphylococcus aureus
susceptible,gentamicin,46170.722,Staphylococcus aureus subsp. aureus strain 80wphwpl,0,Staphylococcus aureus
resistant,tetracycline,46170.322,Staphylococcus aureus subsp. aureus strain SA10-17,1,Staphylococcus aureus
resistant,gentamicin,46170.1181,Staphylococcus aureus subsp. aureus strain ACR14,1,Staphylococcus aureus
susceptible,gentamicin,46170.1126,Staphylococcus aureus subsp. aureus strain RR97,0,Staphylococcus aureus
susceptible,gentamicin,904779.3,Staphylococcus aureus subsp. aureus IS-91,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.357,Staphylococcus aureus subsp. aureus strain TW15,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.816,Staphylococcus aureus subsp. aureus strain 19,0,Staphylococcus aureus
susceptible,gentamicin,46170.1082,Staphylococcus aureus subsp. aureus strain EDCC5398,0,Staphylococcus aureus
susceptible,tetracycline,46170.601,Staphylococcus aureus subsp. aureus strain M1KS0591_2,0,Staphylococcus aureus
susceptible,gentamicin,523796.84,Staphylococcus aureus subsp. aureus ST398 2012-3,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.581,Staphylococcus aureus subsp. aureus strain M1KS0501_2,0,Staphylococcus aureus
resistant,tetracycline,46170.1131,Staphylococcus aureus subsp. aureus strain RR96,1,Staphylococcus aureus
susceptible,tetracycline,46170.731,Staphylococcus aureus subsp. aureus strain LTF11,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.634,Staphylococcus aureus subsp. aureus strain M6KS0564_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.572,Staphylococcus aureus subsp. aureus strain M1KS0265_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.354,Staphylococcus aureus subsp. aureus strain TW12,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1090,Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe2,0,Staphylococcus aureus
resistant,tetracycline,46170.327,Staphylococcus aureus subsp. aureus strain SA33972,1,Staphylococcus aureus
susceptible,gentamicin,46170.590,Staphylococcus aureus subsp. aureus strain M1KS0560_1,0,Staphylococcus aureus
resistant,gentamicin,46170.1166,Staphylococcus aureus subsp. aureus strain JGR38,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1188,Staphylococcus aureus subsp. aureus strain SA H29,0,Staphylococcus aureus
resistant,gentamicin,46170.1135,Staphylococcus aureus subsp. aureus strain RR5,1,Staphylococcus aureus
susceptible,gentamicin,1330459.3,Staphylococcus aureus subsp. aureus SA9908,0,Staphylococcus aureus
susceptible,ciprofloxacin,1330459.3,Staphylococcus aureus subsp. aureus SA9908,0,Staphylococcus aureus
susceptible,gentamicin,46170.1081,Staphylococcus aureus subsp. aureus strain HL20709,0,Staphylococcus aureus
susceptible,gentamicin,46170.303,Staphylococcus aureus subsp. aureus strain UCI 28,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.349,Staphylococcus aureus subsp. aureus strain TW07_4,0,Staphylococcus aureus
resistant,gentamicin,46170.751,Staphylococcus aureus subsp. aureus strain LTF09,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.577,Staphylococcus aureus subsp. aureus strain M1KS0367_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.725,Staphylococcus aureus subsp. aureus strain LTF24,0,Staphylococcus aureus
susceptible,gentamicin,46170.1168,Staphylococcus aureus subsp. aureus strain ILR37,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1164,Staphylococcus aureus subsp. aureus strain KTR43,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1134,Staphylococcus aureus subsp. aureus strain RR68,0,Staphylococcus aureus
susceptible,tetracycline,46170.1128,Staphylococcus aureus subsp. aureus strain Sau41,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.638,Staphylococcus aureus subsp. aureus strain M6KS0591_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.621,Staphylococcus aureus subsp. aureus strain M6KS0367_2,0,Staphylococcus aureus
resistant,tetracycline,46170.1197,Staphylococcus aureus subsp. aureus strain Q37,1,Staphylococcus aureus
susceptible,gentamicin,46170.346,Staphylococcus aureus subsp. aureus strain TW07_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.603,Staphylococcus aureus subsp. aureus strain M6KS0073_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.1159,Staphylococcus aureus subsp. aureus strain LCR11,0,Staphylococcus aureus
susceptible,tetracycline,46170.1190,Staphylococcus aureus subsp. aureus strain H32 strain SA H32,0,Staphylococcus aureus
susceptible,ciprofloxacin,426430.24,Staphylococcus aureus subsp. aureus str. Newman,0,Staphylococcus aureus
susceptible,tetracycline,46170.611,Staphylococcus aureus subsp. aureus strain M6KS0260_1,0,Staphylococcus aureus
resistant,gentamicin,904741.3,Staphylococcus aureus subsp. aureus 21248,1,Staphylococcus aureus
resistant,gentamicin,46170.741,Staphylococcus aureus subsp. aureus strain LTF26,1,Staphylococcus aureus
susceptible,tetracycline,46170.359,Staphylococcus aureus subsp. aureus strain TW18,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.633,Staphylococcus aureus subsp. aureus strain M6KS0564_1,0,Staphylococcus aureus
susceptible,gentamicin,1330460.3,Staphylococcus aureus subsp. aureus SA5211,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1163,Staphylococcus aureus subsp. aureus strain JGR69,0,Staphylococcus aureus
resistant,tetracycline,46170.1168,Staphylococcus aureus subsp. aureus strain ILR37,1,Staphylococcus aureus
susceptible,gentamicin,46170.1025,Staphylococcus aureus subsp. aureus strain cntA52,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.623,Staphylococcus aureus subsp. aureus strain M6KS0391_1,0,Staphylococcus aureus
susceptible,tetracycline,46170.581,Staphylococcus aureus subsp. aureus strain M1KS0501_2,0,Staphylococcus aureus
resistant,gentamicin,904784.3,Staphylococcus aureus subsp. aureus IS-125,1,Staphylococcus aureus
